COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
13.9.3.4.3,Alberta,65 to 74 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758479,,F
13.9.3.4.4,Alberta,65 to 74 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758480,,F
13.9.3.9.1,Alberta,65 to 74 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758481,,F
13.9.3.9.2,Alberta,65 to 74 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758482,,F
13.9.3.9.3,Alberta,65 to 74 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758483,,F
13.9.3.9.4,Alberta,65 to 74 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758484,,F
13.9.3.5.1,Alberta,65 to 74 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116758485,,F
13.9.3.5.2,Alberta,65 to 74 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116758486,,F
13.9.3.5.3,Alberta,65 to 74 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758487,,F
13.9.3.5.4,Alberta,65 to 74 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758488,,F
13.9.3.6.1,Alberta,65 to 74 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116758489,,F
13.9.3.6.2,Alberta,65 to 74 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116758490,,F
13.9.3.6.3,Alberta,65 to 74 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758491,,F
13.9.3.6.4,Alberta,65 to 74 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758492,,F
13.9.3.7.1,Alberta,65 to 74 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116758493,,F
13.9.3.7.2,Alberta,65 to 74 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116758494,,F
13.9.3.7.3,Alberta,65 to 74 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116758495,,F
13.9.3.7.4,Alberta,65 to 74 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116758496,,F
13.10.1.1.1,Alberta,75 years and over,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116758497,,F
13.10.1.1.2,Alberta,75 years and over,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116758498,,F
13.10.1.1.3,Alberta,75 years and over,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116758499,,F
13.10.1.1.4,Alberta,75 years and over,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116758500,,F
13.10.1.8.1,Alberta,75 years and over,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758501,,F
13.10.1.8.2,Alberta,75 years and over,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758502,,F
13.10.1.8.3,Alberta,75 years and over,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758503,,F
13.10.1.8.4,Alberta,75 years and over,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758504,,F
13.10.1.2.1,Alberta,75 years and over,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116758505,,F
13.10.1.2.2,Alberta,75 years and over,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116758506,,F
13.10.1.2.3,Alberta,75 years and over,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758507,,F
13.10.1.2.4,Alberta,75 years and over,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116758508,,F
13.10.1.3.1,Alberta,75 years and over,Both sexes,Satisfied,Number of persons,Persons,thousands,v116758509,,F
13.10.1.3.2,Alberta,75 years and over,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116758510,,F
13.10.1.3.3,Alberta,75 years and over,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758511,,F
13.10.1.3.4,Alberta,75 years and over,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116758512,,F
13.10.1.4.1,Alberta,75 years and over,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116758513,,F
13.10.1.4.2,Alberta,75 years and over,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116758514,,F
13.10.1.4.3,Alberta,75 years and over,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758515,,F
13.10.1.4.4,Alberta,75 years and over,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758516,,F
13.10.1.9.1,Alberta,75 years and over,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758517,,F
13.10.1.9.2,Alberta,75 years and over,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758518,,F
13.10.1.9.3,Alberta,75 years and over,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758519,,F
13.10.1.9.4,Alberta,75 years and over,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758520,,F
13.10.1.5.1,Alberta,75 years and over,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116758521,,F
13.10.1.5.2,Alberta,75 years and over,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116758522,,F
13.10.1.5.3,Alberta,75 years and over,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758523,,F
13.10.1.5.4,Alberta,75 years and over,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758524,,F
13.10.1.6.1,Alberta,75 years and over,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116758525,,F
13.10.1.6.2,Alberta,75 years and over,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116758526,,F
13.10.1.6.3,Alberta,75 years and over,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758527,,F
13.10.1.6.4,Alberta,75 years and over,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758528,,F
13.10.1.7.1,Alberta,75 years and over,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116758529,,F
13.10.1.7.2,Alberta,75 years and over,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116758530,,F
13.10.1.7.3,Alberta,75 years and over,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116758531,,F
13.10.1.7.4,Alberta,75 years and over,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116758532,,F
13.10.2.1.1,Alberta,75 years and over,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116758533,,F
13.10.2.1.2,Alberta,75 years and over,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116758534,,F
13.10.2.1.3,Alberta,75 years and over,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116758535,,F
13.10.2.1.4,Alberta,75 years and over,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116758536,,F
13.10.2.8.1,Alberta,75 years and over,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758537,,F
13.10.2.8.2,Alberta,75 years and over,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758538,,F
13.10.2.8.3,Alberta,75 years and over,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758539,,F
13.10.2.8.4,Alberta,75 years and over,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758540,,F
13.10.2.2.1,Alberta,75 years and over,Male,Very satisfied,Number of persons,Persons,thousands,v116758541,,F
13.10.2.2.2,Alberta,75 years and over,Male,Very satisfied,Percentage of persons,Percent,units ,v116758542,,F
13.10.2.2.3,Alberta,75 years and over,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758543,,F
13.10.2.2.4,Alberta,75 years and over,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116758544,,F
13.10.2.3.1,Alberta,75 years and over,Male,Satisfied,Number of persons,Persons,thousands,v116758545,,F
13.10.2.3.2,Alberta,75 years and over,Male,Satisfied,Percentage of persons,Percent,units ,v116758546,,F
13.10.2.3.3,Alberta,75 years and over,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758547,,F
13.10.2.3.4,Alberta,75 years and over,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116758548,,F
13.10.2.4.1,Alberta,75 years and over,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116758549,,F
13.10.2.4.2,Alberta,75 years and over,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116758550,,F
13.10.2.4.3,Alberta,75 years and over,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758551,,F
13.10.2.4.4,Alberta,75 years and over,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758552,,F
13.10.2.9.1,Alberta,75 years and over,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758553,,F
13.10.2.9.2,Alberta,75 years and over,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758554,,F
13.10.2.9.3,Alberta,75 years and over,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758555,,F
13.10.2.9.4,Alberta,75 years and over,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758556,,F
13.10.2.5.1,Alberta,75 years and over,Male,Dissatisfied,Number of persons,Persons,thousands,v116758557,,F
13.10.2.5.2,Alberta,75 years and over,Male,Dissatisfied,Percentage of persons,Percent,units ,v116758558,,F
13.10.2.5.3,Alberta,75 years and over,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758559,,F
13.10.2.5.4,Alberta,75 years and over,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758560,,F
13.10.2.6.1,Alberta,75 years and over,Male,Very dissatisfied,Number of persons,Persons,thousands,v116758561,,F
13.10.2.6.2,Alberta,75 years and over,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116758562,,F
13.10.2.6.3,Alberta,75 years and over,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758563,,F
13.10.2.6.4,Alberta,75 years and over,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758564,,F
13.10.2.7.1,Alberta,75 years and over,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116758565,,F
13.10.2.7.2,Alberta,75 years and over,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116758566,,F
13.10.2.7.3,Alberta,75 years and over,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116758567,,F
13.10.2.7.4,Alberta,75 years and over,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116758568,,F
13.10.3.1.1,Alberta,75 years and over,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116758569,,F
13.10.3.1.2,Alberta,75 years and over,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116758570,,F
13.10.3.1.3,Alberta,75 years and over,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116758571,,F
13.10.3.1.4,Alberta,75 years and over,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116758572,,F
13.10.3.8.1,Alberta,75 years and over,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758573,,F
13.10.3.8.2,Alberta,75 years and over,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758574,,F
13.10.3.8.3,Alberta,75 years and over,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758575,,F
13.10.3.8.4,Alberta,75 years and over,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758576,,F
13.10.3.2.1,Alberta,75 years and over,Female,Very satisfied,Number of persons,Persons,thousands,v116758577,,F
13.10.3.2.2,Alberta,75 years and over,Female,Very satisfied,Percentage of persons,Percent,units ,v116758578,,F
13.10.3.2.3,Alberta,75 years and over,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758579,,F
13.10.3.2.4,Alberta,75 years and over,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116758580,,F
13.10.3.3.1,Alberta,75 years and over,Female,Satisfied,Number of persons,Persons,thousands,v116758581,,F
13.10.3.3.2,Alberta,75 years and over,Female,Satisfied,Percentage of persons,Percent,units ,v116758582,,F
13.10.3.3.3,Alberta,75 years and over,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758583,,F
13.10.3.3.4,Alberta,75 years and over,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116758584,,F
13.10.3.4.1,Alberta,75 years and over,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116758585,,F
13.10.3.4.2,Alberta,75 years and over,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116758586,,F
13.10.3.4.3,Alberta,75 years and over,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758587,,F
13.10.3.4.4,Alberta,75 years and over,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758588,,F
13.10.3.9.1,Alberta,75 years and over,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758589,,F
13.10.3.9.2,Alberta,75 years and over,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758590,,F
13.10.3.9.3,Alberta,75 years and over,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758591,,F
13.10.3.9.4,Alberta,75 years and over,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758592,,F
13.10.3.5.1,Alberta,75 years and over,Female,Dissatisfied,Number of persons,Persons,thousands,v116758593,,F
13.10.3.5.2,Alberta,75 years and over,Female,Dissatisfied,Percentage of persons,Percent,units ,v116758594,,F
13.10.3.5.3,Alberta,75 years and over,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758595,,F
13.10.3.5.4,Alberta,75 years and over,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758596,,F
13.10.3.6.1,Alberta,75 years and over,Female,Very dissatisfied,Number of persons,Persons,thousands,v116758597,,F
13.10.3.6.2,Alberta,75 years and over,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116758598,,F
13.10.3.6.3,Alberta,75 years and over,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758599,,F
13.10.3.6.4,Alberta,75 years and over,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758600,,F
13.10.3.7.1,Alberta,75 years and over,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116758601,,F
13.10.3.7.2,Alberta,75 years and over,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116758602,,F
13.10.3.7.3,Alberta,75 years and over,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116758603,,F
13.10.3.7.4,Alberta,75 years and over,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116758604,,F
6.1.1.1.1,British Columbia,"Total, 15 years and over",Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116320683,1953.0,
6.1.1.1.2,British Columbia,"Total, 15 years and over",Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320684,100.0,
6.1.1.1.3,British Columbia,"Total, 15 years and over",Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320685,100.0,
6.1.1.1.4,British Columbia,"Total, 15 years and over",Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320686,100.0,
6.1.1.8.1,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758605,1639.0,
6.1.1.8.2,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758606,83.9,
6.1.1.8.3,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758607,80.9,
6.1.1.8.4,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758608,86.5,
6.1.1.2.1,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied,Number of persons,Persons,thousands,v116320687,614.0,
6.1.1.2.2,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116320688,31.4,
6.1.1.2.3,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320689,28.1,
6.1.1.2.4,British Columbia,"Total, 15 years and over",Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320690,35.0,
6.1.1.3.1,British Columbia,"Total, 15 years and over",Both sexes,Satisfied,Number of persons,Persons,thousands,v116320691,1025.0,
6.1.1.3.2,British Columbia,"Total, 15 years and over",Both sexes,Satisfied,Percentage of persons,Percent,units ,v116320692,52.5,
6.1.1.3.3,British Columbia,"Total, 15 years and over",Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320693,48.6,
6.1.1.3.4,British Columbia,"Total, 15 years and over",Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320694,56.3,
6.1.1.4.1,British Columbia,"Total, 15 years and over",Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320695,164.0,
6.1.1.4.2,British Columbia,"Total, 15 years and over",Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320696,8.4,
6.1.1.4.3,British Columbia,"Total, 15 years and over",Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320697,6.4,
6.1.1.4.4,British Columbia,"Total, 15 years and over",Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320698,10.8,
6.1.1.9.1,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758609,117.0,
6.1.1.9.2,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758610,6.0,
6.1.1.9.3,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758611,4.3,
6.1.1.9.4,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758612,8.2,
6.1.1.5.1,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116320699,95.0,E
6.1.1.5.2,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116320700,4.8,E
6.1.1.5.3,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320701,3.3,
6.1.1.5.4,British Columbia,"Total, 15 years and over",Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320702,7.0,
6.1.1.6.1,British Columbia,"Total, 15 years and over",Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116320703,22.0,E
6.1.1.6.2,British Columbia,"Total, 15 years and over",Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116320704,1.1,E
6.1.1.6.3,British Columbia,"Total, 15 years and over",Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320705,0.6,
6.1.1.6.4,British Columbia,"Total, 15 years and over",Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320706,2.0,
6.1.1.7.1,British Columbia,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320707,,F
6.1.1.7.2,British Columbia,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320708,,F
6.1.1.7.3,British Columbia,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320709,,F
6.1.1.7.4,British Columbia,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320710,,F
6.1.2.1.1,British Columbia,"Total, 15 years and over",Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116320711,1012.0,
6.1.2.1.2,British Columbia,"Total, 15 years and over",Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320712,100.0,
6.1.2.1.3,British Columbia,"Total, 15 years and over",Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320713,100.0,
6.1.2.1.4,British Columbia,"Total, 15 years and over",Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320714,100.0,
6.1.2.8.1,British Columbia,"Total, 15 years and over",Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758613,842.0,
6.1.2.8.2,British Columbia,"Total, 15 years and over",Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758614,83.2,
6.1.2.8.3,British Columbia,"Total, 15 years and over",Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758615,78.5,
6.1.2.8.4,British Columbia,"Total, 15 years and over",Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758616,87.1,
6.1.2.2.1,British Columbia,"Total, 15 years and over",Male,Very satisfied,Number of persons,Persons,thousands,v116320715,318.0,
6.1.2.2.2,British Columbia,"Total, 15 years and over",Male,Very satisfied,Percentage of persons,Percent,units ,v116320716,31.4,
6.1.2.2.3,British Columbia,"Total, 15 years and over",Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320717,26.7,
6.1.2.2.4,British Columbia,"Total, 15 years and over",Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320718,36.6,
6.1.2.3.1,British Columbia,"Total, 15 years and over",Male,Satisfied,Number of persons,Persons,thousands,v116320719,524.0,
6.1.2.3.2,British Columbia,"Total, 15 years and over",Male,Satisfied,Percentage of persons,Percent,units ,v116320720,51.8,
6.1.2.3.3,British Columbia,"Total, 15 years and over",Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320721,46.3,
6.1.2.3.4,British Columbia,"Total, 15 years and over",Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116320722,57.2,
6.1.2.4.1,British Columbia,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116320723,86.0,E
6.1.2.4.2,British Columbia,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116320724,8.5,E
6.1.2.4.3,British Columbia,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320725,5.8,
6.1.2.4.4,British Columbia,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320726,12.3,
6.1.2.9.1,British Columbia,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116758617,68.0,E
6.1.2.9.2,British Columbia,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116758618,6.7,E
6.1.2.9.3,British Columbia,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116758619,4.4,
6.1.2.9.4,British Columbia,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116758620,10.1,
6.1.2.5.1,British Columbia,"Total, 15 years and over",Male,Dissatisfied,Number of persons,Persons,thousands,v116320727,57.0,E
6.1.2.5.2,British Columbia,"Total, 15 years and over",Male,Dissatisfied,Percentage of persons,Percent,units ,v116320728,5.6,E
6.1.2.5.3,British Columbia,"Total, 15 years and over",Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320729,3.5,
6.1.2.5.4,British Columbia,"Total, 15 years and over",Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320730,8.9,
6.1.2.6.1,British Columbia,"Total, 15 years and over",Male,Very dissatisfied,Number of persons,Persons,thousands,v116320731,,F
6.1.2.6.2,British Columbia,"Total, 15 years and over",Male,Very dissatisfied,Percentage of persons,Percent,units ,v116320732,,F
6.1.2.6.3,British Columbia,"Total, 15 years and over",Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116320733,,F
6.1.2.6.4,British Columbia,"Total, 15 years and over",Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116320734,,F
6.1.2.7.1,British Columbia,"Total, 15 years and over",Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116320735,,F
6.1.2.7.2,British Columbia,"Total, 15 years and over",Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116320736,,F
6.1.2.7.3,British Columbia,"Total, 15 years and over",Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116320737,,F
6.1.2.7.4,British Columbia,"Total, 15 years and over",Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116320738,,F
6.1.3.1.1,British Columbia,"Total, 15 years and over",Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116320739,942.0,
6.1.3.1.2,British Columbia,"Total, 15 years and over",Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116320740,100.0,
6.1.3.1.3,British Columbia,"Total, 15 years and over",Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116320741,100.0,
6.1.3.1.4,British Columbia,"Total, 15 years and over",Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116320742,100.0,
6.1.3.8.1,British Columbia,"Total, 15 years and over",Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116758621,797.0,
6.1.3.8.2,British Columbia,"Total, 15 years and over",Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116758622,84.7,
6.1.3.8.3,British Columbia,"Total, 15 years and over",Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116758623,80.6,
6.1.3.8.4,British Columbia,"Total, 15 years and over",Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116758624,88.1,
6.1.3.2.1,British Columbia,"Total, 15 years and over",Female,Very satisfied,Number of persons,Persons,thousands,v116320743,296.0,
6.1.3.2.2,British Columbia,"Total, 15 years and over",Female,Very satisfied,Percentage of persons,Percent,units ,v116320744,31.4,
6.1.3.2.3,British Columbia,"Total, 15 years and over",Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320745,26.6,
6.1.3.2.4,British Columbia,"Total, 15 years and over",Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116320746,36.6,
6.1.3.3.1,British Columbia,"Total, 15 years and over",Female,Satisfied,Number of persons,Persons,thousands,v116320747,501.0,
6.1.3.3.2,British Columbia,"Total, 15 years and over",Female,Satisfied,Percentage of persons,Percent,units ,v116320748,53.2,
6.1.3.3.3,British Columbia,"Total, 15 years and over",Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116320749,47.8,
