COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
13.1.1.6.4,Alberta,"Total, 15 years and over",Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757556,N/A,F
13.1.1.7.1,Alberta,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757557,N/A,F
13.1.1.7.2,Alberta,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757558,N/A,F
13.1.1.7.3,Alberta,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757559,N/A,F
13.1.1.7.4,Alberta,"Total, 15 years and over",Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757560,N/A,F
13.1.2.1.1,Alberta,"Total, 15 years and over",Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116757561,1052.0,N/A
13.1.2.1.2,Alberta,"Total, 15 years and over",Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757562,100.0,N/A
13.1.2.1.3,Alberta,"Total, 15 years and over",Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757563,100.0,N/A
13.1.2.1.4,Alberta,"Total, 15 years and over",Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757564,100.0,N/A
13.1.2.8.1,Alberta,"Total, 15 years and over",Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757565,899.0,N/A
13.1.2.8.2,Alberta,"Total, 15 years and over",Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757566,85.4,N/A
13.1.2.8.3,Alberta,"Total, 15 years and over",Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757567,80.7,N/A
13.1.2.8.4,Alberta,"Total, 15 years and over",Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757568,89.2,N/A
13.1.2.2.1,Alberta,"Total, 15 years and over",Male,Very satisfied,Number of persons,Persons,thousands,v116757569,345.0,N/A
13.1.2.2.2,Alberta,"Total, 15 years and over",Male,Very satisfied,Percentage of persons,Percent,units ,v116757570,32.8,N/A
13.1.2.2.3,Alberta,"Total, 15 years and over",Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757571,27.6,N/A
13.1.2.2.4,Alberta,"Total, 15 years and over",Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757572,38.4,N/A
13.1.2.3.1,Alberta,"Total, 15 years and over",Male,Satisfied,Number of persons,Persons,thousands,v116757573,554.0,N/A
13.1.2.3.2,Alberta,"Total, 15 years and over",Male,Satisfied,Percentage of persons,Percent,units ,v116757574,52.7,N/A
13.1.2.3.3,Alberta,"Total, 15 years and over",Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757575,46.8,N/A
13.1.2.3.4,Alberta,"Total, 15 years and over",Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757576,58.4,N/A
13.1.2.4.1,Alberta,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757577,80.0,E
13.1.2.4.2,Alberta,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757578,7.6,E
13.1.2.4.3,Alberta,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757579,5.1,N/A
13.1.2.4.4,Alberta,"Total, 15 years and over",Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757580,11.2,N/A
13.1.2.9.1,Alberta,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757581,55.0,E
13.1.2.9.2,Alberta,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757582,5.3,E
13.1.2.9.3,Alberta,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757583,3.2,N/A
13.1.2.9.4,Alberta,"Total, 15 years and over",Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757584,8.7,N/A
13.1.2.5.1,Alberta,"Total, 15 years and over",Male,Dissatisfied,Number of persons,Persons,thousands,v116757585,36.0,E
13.1.2.5.2,Alberta,"Total, 15 years and over",Male,Dissatisfied,Percentage of persons,Percent,units ,v116757586,3.5,E
13.1.2.5.3,Alberta,"Total, 15 years and over",Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757587,1.9,N/A
13.1.2.5.4,Alberta,"Total, 15 years and over",Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757588,6.1,N/A
13.1.2.6.1,Alberta,"Total, 15 years and over",Male,Very dissatisfied,Number of persons,Persons,thousands,v116757589,N/A,F
13.1.2.6.2,Alberta,"Total, 15 years and over",Male,Very dissatisfied,Percentage of persons,Percent,units ,v116757590,N/A,F
13.1.2.6.3,Alberta,"Total, 15 years and over",Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757591,N/A,F
13.1.2.6.4,Alberta,"Total, 15 years and over",Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757592,N/A,F
13.1.2.7.1,Alberta,"Total, 15 years and over",Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757593,N/A,F
13.1.2.7.2,Alberta,"Total, 15 years and over",Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757594,N/A,F
13.1.2.7.3,Alberta,"Total, 15 years and over",Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757595,N/A,F
13.1.2.7.4,Alberta,"Total, 15 years and over",Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757596,N/A,F
13.1.3.1.1,Alberta,"Total, 15 years and over",Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116757597,849.0,N/A
13.1.3.1.2,Alberta,"Total, 15 years and over",Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757598,100.0,N/A
13.1.3.1.3,Alberta,"Total, 15 years and over",Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757599,100.0,N/A
13.1.3.1.4,Alberta,"Total, 15 years and over",Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757600,100.0,N/A
13.1.3.8.1,Alberta,"Total, 15 years and over",Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757601,713.0,N/A
13.1.3.8.2,Alberta,"Total, 15 years and over",Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757602,84.0,N/A
13.1.3.8.3,Alberta,"Total, 15 years and over",Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757603,79.3,N/A
13.1.3.8.4,Alberta,"Total, 15 years and over",Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757604,87.8,N/A
13.1.3.2.1,Alberta,"Total, 15 years and over",Female,Very satisfied,Number of persons,Persons,thousands,v116757605,307.0,N/A
13.1.3.2.2,Alberta,"Total, 15 years and over",Female,Very satisfied,Percentage of persons,Percent,units ,v116757606,36.2,N/A
13.1.3.2.3,Alberta,"Total, 15 years and over",Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757607,30.9,N/A
13.1.3.2.4,Alberta,"Total, 15 years and over",Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757608,41.8,N/A
13.1.3.3.1,Alberta,"Total, 15 years and over",Female,Satisfied,Number of persons,Persons,thousands,v116757609,406.0,N/A
13.1.3.3.2,Alberta,"Total, 15 years and over",Female,Satisfied,Percentage of persons,Percent,units ,v116757610,47.8,N/A
13.1.3.3.3,Alberta,"Total, 15 years and over",Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757611,42.1,N/A
13.1.3.3.4,Alberta,"Total, 15 years and over",Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757612,53.7,N/A
13.1.3.4.1,Alberta,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757613,68.0,E
13.1.3.4.2,Alberta,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757614,8.1,E
13.1.3.4.3,Alberta,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757615,5.4,N/A
13.1.3.4.4,Alberta,"Total, 15 years and over",Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757616,11.8,N/A
13.1.3.9.1,Alberta,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757617,51.0,E
13.1.3.9.2,Alberta,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757618,6.0,E
13.1.3.9.3,Alberta,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757619,3.8,N/A
13.1.3.9.4,Alberta,"Total, 15 years and over",Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757620,9.5,N/A
13.1.3.5.1,Alberta,"Total, 15 years and over",Female,Dissatisfied,Number of persons,Persons,thousands,v116757621,44.0,E
13.1.3.5.2,Alberta,"Total, 15 years and over",Female,Dissatisfied,Percentage of persons,Percent,units ,v116757622,5.2,E
13.1.3.5.3,Alberta,"Total, 15 years and over",Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757623,3.2,N/A
13.1.3.5.4,Alberta,"Total, 15 years and over",Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757624,8.5,N/A
13.1.3.6.1,Alberta,"Total, 15 years and over",Female,Very dissatisfied,Number of persons,Persons,thousands,v116757625,N/A,F
13.1.3.6.2,Alberta,"Total, 15 years and over",Female,Very dissatisfied,Percentage of persons,Percent,units ,v116757626,N/A,F
13.1.3.6.3,Alberta,"Total, 15 years and over",Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757627,N/A,F
13.1.3.6.4,Alberta,"Total, 15 years and over",Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757628,N/A,F
13.1.3.7.1,Alberta,"Total, 15 years and over",Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757629,N/A,F
13.1.3.7.2,Alberta,"Total, 15 years and over",Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757630,N/A,F
13.1.3.7.3,Alberta,"Total, 15 years and over",Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757631,N/A,F
13.1.3.7.4,Alberta,"Total, 15 years and over",Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757632,N/A,F
13.2.1.1.1,Alberta,15 to 24 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116757633,273.0,N/A
13.2.1.1.2,Alberta,15 to 24 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757634,100.0,N/A
13.2.1.1.3,Alberta,15 to 24 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757635,100.0,N/A
13.2.1.1.4,Alberta,15 to 24 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757636,100.0,N/A
13.2.1.8.1,Alberta,15 to 24 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757637,225.0,N/A
13.2.1.8.2,Alberta,15 to 24 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757638,82.4,N/A
13.2.1.8.3,Alberta,15 to 24 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757639,71.2,N/A
13.2.1.8.4,Alberta,15 to 24 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757640,89.9,N/A
13.2.1.2.1,Alberta,15 to 24 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116757641,58.0,E
13.2.1.2.2,Alberta,15 to 24 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116757642,21.3,E
13.2.1.2.3,Alberta,15 to 24 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757643,13.0,N/A
13.2.1.2.4,Alberta,15 to 24 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757644,32.9,N/A
13.2.1.3.1,Alberta,15 to 24 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116757645,167.0,N/A
13.2.1.3.2,Alberta,15 to 24 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116757646,61.1,N/A
13.2.1.3.3,Alberta,15 to 24 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757647,48.2,N/A
13.2.1.3.4,Alberta,15 to 24 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757648,72.6,N/A
13.2.1.4.1,Alberta,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757649,N/A,F
13.2.1.4.2,Alberta,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757650,N/A,F
13.2.1.4.3,Alberta,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757651,N/A,F
13.2.1.4.4,Alberta,15 to 24 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757652,N/A,F
13.2.1.9.1,Alberta,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757653,N/A,F
13.2.1.9.2,Alberta,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757654,N/A,F
13.2.1.9.3,Alberta,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757655,N/A,F
13.2.1.9.4,Alberta,15 to 24 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757656,N/A,F
13.2.1.5.1,Alberta,15 to 24 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116757657,N/A,F
13.2.1.5.2,Alberta,15 to 24 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116757658,N/A,F
13.2.1.5.3,Alberta,15 to 24 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757659,N/A,F
13.2.1.5.4,Alberta,15 to 24 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757660,N/A,F
13.2.1.6.1,Alberta,15 to 24 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116757661,N/A,F
13.2.1.6.2,Alberta,15 to 24 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116757662,N/A,F
13.2.1.6.3,Alberta,15 to 24 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757663,N/A,F
13.2.1.6.4,Alberta,15 to 24 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757664,N/A,F
13.2.1.7.1,Alberta,15 to 24 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757665,N/A,F
13.2.1.7.2,Alberta,15 to 24 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757666,N/A,F
13.2.1.7.3,Alberta,15 to 24 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757667,N/A,F
13.2.1.7.4,Alberta,15 to 24 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757668,N/A,F
13.2.2.1.1,Alberta,15 to 24 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116757669,137.0,N/A
13.2.2.1.2,Alberta,15 to 24 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757670,100.0,N/A
13.2.2.1.3,Alberta,15 to 24 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757671,100.0,N/A
13.2.2.1.4,Alberta,15 to 24 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757672,100.0,N/A
13.2.2.8.1,Alberta,15 to 24 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757673,112.0,E
13.2.2.8.2,Alberta,15 to 24 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757674,81.9,N/A
13.2.2.8.3,Alberta,15 to 24 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757675,63.3,N/A
13.2.2.8.4,Alberta,15 to 24 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757676,92.2,N/A
13.2.2.2.1,Alberta,15 to 24 years,Male,Very satisfied,Number of persons,Persons,thousands,v116757677,N/A,F
13.2.2.2.2,Alberta,15 to 24 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116757678,N/A,F
13.2.2.2.3,Alberta,15 to 24 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757679,N/A,F
13.2.2.2.4,Alberta,15 to 24 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757680,N/A,F
13.2.2.3.1,Alberta,15 to 24 years,Male,Satisfied,Number of persons,Persons,thousands,v116757681,91.0,E
13.2.2.3.2,Alberta,15 to 24 years,Male,Satisfied,Percentage of persons,Percent,units ,v116757682,66.9,N/A
13.2.2.3.3,Alberta,15 to 24 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757683,47.0,N/A
13.2.2.3.4,Alberta,15 to 24 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757684,82.2,N/A
13.2.2.4.1,Alberta,15 to 24 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757685,N/A,F
13.2.2.4.2,Alberta,15 to 24 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757686,N/A,F
13.2.2.4.3,Alberta,15 to 24 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757687,N/A,F
13.2.2.4.4,Alberta,15 to 24 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757688,N/A,F
13.2.2.9.1,Alberta,15 to 24 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757689,N/A,F
13.2.2.9.2,Alberta,15 to 24 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757690,N/A,F
13.2.2.9.3,Alberta,15 to 24 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757691,N/A,F
13.2.2.9.4,Alberta,15 to 24 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757692,N/A,F
13.2.2.5.1,Alberta,15 to 24 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116757693,N/A,F
13.2.2.5.2,Alberta,15 to 24 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116757694,N/A,F
13.2.2.5.3,Alberta,15 to 24 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757695,N/A,F
13.2.2.5.4,Alberta,15 to 24 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757696,N/A,F
13.2.2.6.1,Alberta,15 to 24 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116757697,N/A,F
13.2.2.6.2,Alberta,15 to 24 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116757698,N/A,F
13.2.2.6.3,Alberta,15 to 24 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757699,N/A,F
13.2.2.6.4,Alberta,15 to 24 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757700,N/A,F
13.2.2.7.1,Alberta,15 to 24 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757701,N/A,F
13.2.2.7.2,Alberta,15 to 24 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757702,N/A,F
13.2.2.7.3,Alberta,15 to 24 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757703,N/A,F
13.2.2.7.4,Alberta,15 to 24 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757704,N/A,F
13.2.3.1.1,Alberta,15 to 24 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116757705,136.0,N/A
13.2.3.1.2,Alberta,15 to 24 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757706,100.0,N/A
13.2.3.1.3,Alberta,15 to 24 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757707,100.0,N/A
13.2.3.1.4,Alberta,15 to 24 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757708,100.0,N/A
13.2.3.8.1,Alberta,15 to 24 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757709,113.0,N/A
13.2.3.8.2,Alberta,15 to 24 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757710,82.9,N/A
13.2.3.8.3,Alberta,15 to 24 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757711,67.6,N/A
13.2.3.8.4,Alberta,15 to 24 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757712,91.8,N/A
13.2.3.2.1,Alberta,15 to 24 years,Female,Very satisfied,Number of persons,Persons,thousands,v116757713,N/A,F
13.2.3.2.2,Alberta,15 to 24 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116757714,N/A,F
13.2.3.2.3,Alberta,15 to 24 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757715,N/A,F
13.2.3.2.4,Alberta,15 to 24 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757716,N/A,F
13.2.3.3.1,Alberta,15 to 24 years,Female,Satisfied,Number of persons,Persons,thousands,v116757717,75.0,E
13.2.3.3.2,Alberta,15 to 24 years,Female,Satisfied,Percentage of persons,Percent,units ,v116757718,55.3,N/A
13.2.3.3.3,Alberta,15 to 24 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757719,38.5,N/A
13.2.3.3.4,Alberta,15 to 24 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757720,70.9,N/A
13.2.3.4.1,Alberta,15 to 24 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757721,N/A,F
13.2.3.4.2,Alberta,15 to 24 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116757722,N/A,F
13.2.3.4.3,Alberta,15 to 24 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757723,N/A,F
13.2.3.4.4,Alberta,15 to 24 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757724,N/A,F
13.2.3.9.1,Alberta,15 to 24 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116757725,N/A,F
13.2.3.9.2,Alberta,15 to 24 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116757726,N/A,F
13.2.3.9.3,Alberta,15 to 24 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757727,N/A,F
13.2.3.9.4,Alberta,15 to 24 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757728,N/A,F
13.2.3.5.1,Alberta,15 to 24 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116757729,N/A,F
13.2.3.5.2,Alberta,15 to 24 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116757730,N/A,F
13.2.3.5.3,Alberta,15 to 24 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757731,N/A,F
13.2.3.5.4,Alberta,15 to 24 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757732,N/A,F
13.2.3.6.1,Alberta,15 to 24 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116757733,N/A,F
13.2.3.6.2,Alberta,15 to 24 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116757734,N/A,F
13.2.3.6.3,Alberta,15 to 24 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116757735,N/A,F
13.2.3.6.4,Alberta,15 to 24 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116757736,N/A,F
13.2.3.7.1,Alberta,15 to 24 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116757737,N/A,F
13.2.3.7.2,Alberta,15 to 24 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116757738,N/A,F
13.2.3.7.3,Alberta,15 to 24 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116757739,N/A,F
13.2.3.7.4,Alberta,15 to 24 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116757740,N/A,F
13.5.1.1.1,Alberta,25 to 54 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116757741,1332.0,N/A
13.5.1.1.2,Alberta,25 to 54 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116757742,100.0,N/A
13.5.1.1.3,Alberta,25 to 54 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116757743,100.0,N/A
13.5.1.1.4,Alberta,25 to 54 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116757744,100.0,N/A
13.5.1.8.1,Alberta,25 to 54 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116757745,1129.0,N/A
13.5.1.8.2,Alberta,25 to 54 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116757746,84.7,N/A
13.5.1.8.3,Alberta,25 to 54 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757747,80.8,N/A
13.5.1.8.4,Alberta,25 to 54 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116757748,88.0,N/A
13.5.1.2.1,Alberta,25 to 54 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116757749,473.0,N/A
13.5.1.2.2,Alberta,25 to 54 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116757750,35.5,N/A
13.5.1.2.3,Alberta,25 to 54 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757751,31.2,N/A
13.5.1.2.4,Alberta,25 to 54 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116757752,40.1,N/A
13.5.1.3.1,Alberta,25 to 54 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116757753,656.0,N/A
13.5.1.3.2,Alberta,25 to 54 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116757754,49.2,N/A
13.5.1.3.3,Alberta,25 to 54 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116757755,44.6,N/A
13.5.1.3.4,Alberta,25 to 54 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116757756,53.9,N/A
13.5.1.4.1,Alberta,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116757757,93.0,E
